eid,schaefer_exists,is_empty,contains_nan,contains_0,location_of_0
1194459,True,False,False,False,[]
1223623,True,False,False,False,[]
1147728,True,False,False,False,[]
1360915,True,False,False,False,[]
1077761,True,False,False,False,[]
1446748,True,False,False,False,[]
2409092,False,True,False,False,[]
1052745,True,False,False,False,[]
1372687,True,False,False,False,[]
1285371,True,False,True,False,[]
1376521,True,False,False,False,[]
1322080,True,False,False,False,[]
1050071,True,False,False,False,[]
1250492,True,False,False,False,[]
1128744,False,True,False,False,[]
1307130,True,False,False,False,[]
1182437,True,False,False,False,[]
1437359,True,False,True,True,[398]
1073553,False,True,False,False,[]
1109908,True,False,False,False,[]
1058462,True,False,False,False,[]
1151746,True,False,False,False,[]
1246932,True,False,False,False,[]
1370027,True,False,True,True,[398]
1136339,True,False,False,False,[]
1320620,False,True,False,False,[]
1006370,True,False,False,False,[]
1317996,True,False,False,False,[]
1330348,True,False,False,False,[]
1388267,True,False,False,False,[]
1004433,True,False,False,False,[]
1334099,True,False,False,False,[]
2583723,False,True,False,False,[]
1440239,True,False,False,False,[]
1202442,True,False,False,False,[]
1398778,True,False,False,False,[]
1124112,True,False,False,False,[]
1194874,True,False,False,False,[]
1180374,True,False,False,False,[]
1425172,True,False,False,False,[]
1218399,True,False,False,False,[]
1454939,True,False,False,False,[]
1406450,True,False,True,False,[]
1143937,True,False,False,False,[]
1285306,True,False,False,False,[]
1050006,True,False,False,False,[]
1435840,True,False,False,False,[]
1596817,False,True,False,False,[]
1056494,True,False,False,False,[]
1006293,True,False,False,False,[]
1166913,True,False,False,True,"[138, 142, 398, 401]"
1190788,True,False,False,False,[]
1202818,True,False,False,False,[]
1311129,True,False,False,False,[]
1008368,True,False,False,False,[]
1703558,False,True,False,False,[]
2354960,False,True,False,False,[]
1145085,True,False,False,False,[]
1155823,True,False,False,False,[]
1039582,False,True,False,False,[]
1231928,True,False,False,True,[398]
1046112,True,False,False,False,[]
1442477,True,False,False,False,[]
1136234,True,False,False,False,[]
1229409,True,False,False,False,[]
1338656,True,False,False,False,[]
1065430,False,True,False,False,[]
1113384,False,True,False,False,[]
1115716,False,True,False,False,[]
1378539,True,False,False,False,[]
1600895,False,True,False,False,[]
1353408,True,False,False,False,[]
1042320,False,True,False,False,[]
1227946,True,False,False,False,[]
1216262,True,False,False,False,[]
1012527,True,False,False,False,[]
1134494,True,False,False,False,[]
1297020,True,False,False,False,[]
1052648,True,False,False,False,[]
1404269,True,False,False,False,[]
1378880,False,True,False,False,[]
1040463,False,True,False,False,[]
1198302,True,False,False,False,[]
2310584,False,True,False,False,[]
1442594,True,False,False,False,[]
2232791,False,True,False,False,[]
2632152,False,True,False,False,[]
1388289,True,False,False,False,[]
1069266,True,False,False,False,[]
1248507,True,False,False,False,[]
1190685,True,False,False,False,[]
1233231,True,False,False,False,[]
1410969,False,True,False,False,[]
1418120,True,False,False,False,[]
1147652,True,False,False,False,[]
1250826,True,False,False,False,[]
1376995,True,False,False,False,[]
1412207,True,False,False,False,[]
1279279,True,False,False,False,[]
1014056,True,False,False,False,[]
1319437,True,False,False,False,[]
1095214,True,False,False,False,[]
1000698,True,False,False,False,[]
1452168,True,False,False,False,[]
1293265,True,False,False,False,[]
1269711,True,False,False,False,[]
1440334,True,False,False,False,[]
1359758,True,False,False,False,[]
1248493,True,False,False,False,[]
1033746,True,False,False,False,[]
1435517,True,False,False,False,[]
1218294,True,False,False,False,[]
1454834,True,False,False,False,[]
1231491,True,False,False,False,[]
1192025,True,False,False,False,[]
1109872,True,False,False,False,[]
1122943,True,False,False,False,[]
1396760,False,True,False,False,[]
1869171,False,True,False,False,[]
1284414,True,False,False,False,[]
1436866,True,False,False,False,[]
2317709,False,True,False,False,[]
1068479,True,False,False,False,[]
1276929,True,False,False,False,[]
1003627,True,False,False,False,[]
1300353,True,False,False,False,[]
1076004,True,False,False,False,[]
1387583,True,False,False,False,[]
1102084,True,False,False,False,[]
1409257,True,False,False,False,[]
1106322,True,False,False,False,[]
1127134,False,True,False,False,[]
1308740,True,False,False,False,[]
1323671,True,False,False,False,[]
1232874,True,False,False,False,[]
1391823,True,False,False,False,[]
1727314,False,True,False,False,[]
1028682,True,False,False,False,[]
1321145,True,False,False,False,[]
1100624,True,False,False,False,[]
1354766,True,False,False,False,[]
1112478,True,False,False,False,[]
1070502,True,False,False,False,[]
1224440,True,False,False,False,[]
1019068,True,False,False,False,[]
1651919,False,True,False,False,[]
1387460,True,False,False,False,[]
1102167,True,False,False,False,[]
1344279,True,False,False,False,[]
1183325,True,False,False,False,[]
1068854,True,False,False,False,[]
1086620,True,False,False,False,[]
1055551,True,False,False,False,[]
1323606,False,True,False,False,[]
1389575,True,False,False,False,[]
1232459,True,False,False,False,[]
1348802,True,False,False,False,[]
1114109,True,False,False,False,[]
1220605,True,False,False,False,[]
1339049,True,False,False,False,[]
1034428,True,False,False,False,[]
1259607,True,False,False,False,[]
1207115,True,False,False,False,[]
1407335,True,False,False,False,[]
1453694,False,True,False,False,[]
1189002,True,False,False,False,[]
1377233,True,False,False,False,[]
1457532,True,False,False,False,[]
1333214,True,False,False,False,[]
1318325,True,False,False,False,[]
1420905,True,False,False,False,[]
1292577,True,False,False,False,[]
1361327,True,False,False,False,[]
1434205,False,True,False,False,[]
1395746,True,False,False,False,[]
1230383,True,False,False,False,[]
3290777,False,True,False,False,[]
1268197,True,False,False,False,[]
1415013,False,True,False,False,[]
1340131,True,False,False,False,[]
1156428,True,False,False,True,[138]
1102189,True,False,False,False,[]
1253800,True,False,False,False,[]
1116747,True,False,False,False,[]
1369734,True,False,False,False,[]
1312002,True,False,False,False,[]
1339144,False,True,False,False,[]
1795066,False,True,False,False,[]
1197572,True,False,False,False,[]
1158884,True,False,False,False,[]
2136112,False,True,False,False,[]
2966858,False,True,False,False,[]
1220708,True,False,False,False,[]
1017193,False,True,False,False,[]
1043432,True,False,False,False,[]
1047794,True,False,False,False,[]
2093819,False,True,False,False,[]
1247377,True,False,False,False,[]
1181946,True,False,False,False,[]
2174887,False,True,False,False,[]
1278488,True,False,False,False,[]
1121548,True,False,False,False,[]
1417750,True,False,False,False,[]
1173821,False,True,False,False,[]
1327963,True,False,False,False,[]
2093443,False,True,False,False,[]
1746283,False,True,False,False,[]
1082945,True,False,False,False,[]
1177649,True,False,False,False,[]
1137526,True,False,False,False,[]
1437769,True,False,False,False,[]
1384076,True,False,False,False,[]
1065099,True,False,False,False,[]
1103245,False,True,False,False,[]
1658272,False,True,False,False,[]
4876703,False,True,False,False,[]
2197369,False,True,False,False,[]
1176466,True,False,False,False,[]
4354376,False,True,False,False,[]
1056147,True,False,False,False,[]
1087502,False,True,False,False,[]
1136709,True,False,False,False,[]
1229134,True,False,False,False,[]
1444982,True,False,False,False,[]
1147318,True,False,False,False,[]
1077351,True,False,False,False,[]
1225681,True,False,False,False,[]
1014488,False,True,False,False,[]
1370583,True,False,False,False,[]
1109115,True,False,False,False,[]
1000231,True,False,False,False,[]
1031915,True,False,False,False,[]
1126382,True,False,False,False,[]
1285736,True,False,False,False,[]
1281490,True,False,False,False,[]
1273463,True,False,False,False,[]
1258552,True,False,False,False,[]
1048883,True,False,False,False,[]
1370460,True,False,True,False,[]
1283230,True,False,False,False,[]
1200746,True,False,False,False,[]
1309462,True,False,False,False,[]
1250141,True,False,False,False,[]
2154507,False,True,False,False,[]
1091941,True,False,False,False,[]
1233698,True,False,False,False,[]
1157793,False,True,False,False,[]
1107194,True,False,False,False,[]
1192518,True,False,False,False,[]
1384001,True,False,False,False,[]
1115326,False,True,False,False,[]
1037133,True,False,False,False,[]
2167437,False,True,False,False,[]
1029880,True,False,False,False,[]
1231142,True,False,False,False,[]
1117412,False,True,False,False,[]
1343550,True,False,False,False,[]
1050882,True,False,False,False,[]
1010623,True,False,False,False,[]
1052278,False,True,False,False,[]
1042710,True,False,False,False,[]
1444541,True,False,False,False,[]
1160505,False,True,False,False,[]
1002825,False,True,False,False,[]
1111114,True,False,False,False,[]
1416828,True,False,False,True,[149]
1237444,True,False,False,False,[]
1008758,True,False,False,False,[]
1184598,False,True,False,False,[]
1317165,True,False,False,False,[]
1425438,True,False,False,False,[]
1240553,True,False,False,False,[]
1221870,True,False,False,False,[]
1917705,False,True,False,False,[]
1410174,True,False,False,False,[]
2470439,False,True,False,False,[]
1012083,True,False,False,False,[]
1376188,True,False,False,False,[]
1239526,True,False,False,False,[]
1269321,True,False,False,False,[]
1134147,True,False,False,False,[]
1440704,True,False,False,False,[]
1359368,True,False,False,False,[]
1212417,False,True,False,False,[]
1446396,False,True,False,False,[]
1279649,True,False,False,False,[]
1336290,True,False,False,False,[]
1075945,True,False,False,False,[]
1265500,False,True,False,False,[]
1396350,True,False,False,False,[]
1394464,True,False,False,False,[]
1330796,True,False,False,False,[]
2104399,False,True,False,False,[]
1130375,True,False,False,False,[]
1334430,True,False,False,False,[]
1425815,True,False,False,False,[]
4593407,False,True,False,False,[]
1149377,True,False,False,False,[]
1957589,False,True,False,False,[]
1366503,True,False,False,False,[]
1198732,True,False,False,False,[]
1145898,True,False,False,False,[]
1029539,True,False,False,False,[]
1221993,True,False,False,False,[]
1153962,True,False,False,False,[]
1433421,True,False,False,False,[]
1281853,False,True,False,False,[]
1299572,True,False,False,False,[]
1340856,True,False,False,False,[]
1278056,True,False,False,False,[]
1175437,True,False,False,False,[]
1430950,True,False,False,False,[]
1838897,False,True,False,False,[]
1449952,True,False,False,False,[]
1387027,True,False,False,False,[]
1032569,True,False,False,False,[]
1306265,True,False,False,False,[]
1207908,True,False,False,False,[]
2141915,True,False,False,False,[]
1354356,True,False,False,False,[]
1838559,False,True,False,False,[]
1088372,True,False,False,False,[]
1276143,True,False,False,False,[]
1266871,True,False,False,False,[]
1090209,True,False,False,False,[]
1565608,False,True,False,False,[]
1365428,True,False,False,False,[]
1045824,True,False,False,False,[]
1106712,True,False,False,False,[]
1243855,True,False,False,False,[]
1300763,True,False,False,False,[]
1209447,True,False,False,False,[]
1185213,False,True,False,False,[]
1104051,True,False,False,False,[]
1381556,True,False,False,False,[]
1288672,True,False,False,False,[]
1356581,False,True,False,False,[]
1407705,True,False,False,False,[]
1173146,True,False,False,True,"[144, 404]"
1950773,True,False,False,False,[]
1158077,True,False,False,False,[]
1123741,False,True,False,False,[]
1266806,False,True,False,False,[]
1032944,True,False,False,True,[138]
1455636,False,True,False,False,[]
1053467,True,False,False,False,[]
1092910,True,False,False,False,[]
1059740,True,False,False,False,[]
1150464,True,False,False,False,[]
1189868,True,False,False,False,[]
1379682,True,False,False,False,[]
1344649,True,False,False,False,[]
1183715,False,True,False,False,[]
1426513,True,False,False,False,[]
1084524,True,False,False,False,[]
1327190,True,False,False,False,[]
1146850,True,False,False,False,[]
1363159,True,False,True,False,[]
1228626,True,False,False,False,[]
1038743,True,False,False,False,[]
1161260,True,False,False,False,[]
1041741,False,True,False,False,[]
1356935,True,False,False,False,[]
1367211,True,False,False,False,[]
1438180,False,True,False,False,[]
1436095,True,False,False,False,[]
1428926,True,False,False,False,[]
1419202,False,True,False,False,[]
1369304,True,False,False,False,[]
1298260,True,False,False,True,[398]
1451924,True,False,False,False,[]
1195601,True,False,False,False,[]
1201159,True,False,False,False,[]
1127409,True,False,False,False,[]
1361717,True,False,False,False,[]
1047247,False,True,False,False,[]
1312868,True,False,False,False,[]
1441016,True,False,False,False,[]
1290673,True,False,False,False,[]
1413125,True,False,False,False,[]
1024850,True,False,False,False,[]
1318715,True,False,False,False,[]
1007128,True,False,False,False,[]
1053489,True,False,False,False,[]
1339497,True,False,False,False,[]
1264212,False,True,False,False,[]
1084990,True,False,False,False,[]
1373885,True,False,False,False,[]
1234415,True,False,False,False,[]
2560097,False,True,False,False,[]
2332384,False,True,False,False,[]
1062263,True,False,False,False,[]
1019555,True,False,False,False,[]
1191444,True,False,False,False,[]
1207872,True,False,False,False,[]
2669727,False,True,False,False,[]
1211988,True,False,False,False,[]
1316677,True,False,False,True,[138]
1385669,True,False,False,False,[]
1662034,False,True,False,False,[]
1088208,True,False,False,False,[]
1222598,True,False,False,False,[]
1397435,True,False,False,False,[]
2263357,False,True,False,False,[]
1118381,True,False,False,False,[]
1177279,True,False,False,False,[]
1140195,True,False,False,False,[]
1220338,True,False,False,False,[]
1195676,True,False,False,False,[]
1001997,False,True,False,False,[]
1300619,True,False,False,False,[]
1199057,True,False,False,False,[]
1090373,True,False,False,False,[]
1245073,True,False,False,False,[]
1417360,True,False,True,False,[]
1337461,True,False,True,False,[]
1131410,True,False,False,False,[]
1234838,True,False,False,False,[]
1444431,True,False,False,False,[]
1198635,True,False,False,False,[]
1287008,True,False,False,False,[]
1336203,True,False,False,False,[]
1307927,False,True,False,False,[]
1454159,True,False,False,False,[]
1343420,True,False,False,False,[]
1233706,True,False,False,False,[]
1186248,True,False,False,False,[]
1390751,True,False,False,False,[]
1355980,False,True,False,False,[]
1027971,True,False,False,False,[]
1402258,True,False,False,False,[]
1366590,True,False,False,False,[]
1091485,True,False,False,False,[]
1446291,True,False,False,False,[]
1291066,True,False,False,False,[]
1240423,True,False,False,False,[]
1044366,True,False,False,False,[]
1442137,True,False,False,False,[]
1210224,True,False,False,False,[]
1136774,True,False,False,False,[]
1138661,True,False,False,False,[]
1143157,True,False,False,False,[]
1168066,True,False,True,False,[]
1305249,True,False,False,False,[]
1467113,False,True,False,False,[]
1425548,False,True,False,False,[]
1204924,True,False,False,False,[]
1141663,True,False,False,False,[]
1315721,True,False,False,False,[]
1018337,True,False,False,False,[]
1111013,True,False,False,False,[]
1394514,True,False,False,False,[]
1180739,True,False,False,False,[]
1741434,False,True,False,False,[]
1362641,False,True,False,False,[]
1153986,True,False,False,False,[]
1016222,True,False,False,True,[401]
1027906,True,False,False,False,[]
1042783,True,False,False,False,[]
1124905,True,False,False,False,[]
1233771,False,True,False,False,[]
1309845,True,False,False,False,[]
1433551,True,False,False,False,[]
1261642,True,False,False,False,[]
1178923,False,True,False,False,[]
1091566,False,True,False,False,[]
1450288,True,False,False,False,[]
1042617,True,False,False,False,[]
1246152,True,False,False,False,[]
1012010,True,False,False,False,[]
1334540,True,False,False,False,[]
1002596,True,False,False,False,[]
1202175,True,False,False,False,[]
1311844,True,False,False,False,[]
1117835,True,False,False,False,[]
1410109,False,True,False,False,[]
1085346,True,False,False,False,[]
1250046,True,False,False,False,[]
1176516,True,False,False,False,[]
1281403,True,False,False,False,[]
2674301,False,True,False,False,[]
1386632,True,False,False,False,[]
1119920,True,False,False,False,[]
1075481,True,False,False,False,[]
1307470,True,False,False,False,[]
1180643,True,False,False,False,[]
2019679,False,True,False,False,[]
1048810,True,False,False,False,[]
1000336,True,False,False,False,[]
1423143,True,False,False,False,[]
1132985,False,True,False,False,[]
1067749,True,False,False,False,[]
1341219,True,False,False,False,[]
1101595,True,False,False,False,[]
1046905,True,False,False,False,[]
1261738,True,False,False,False,[]
1105633,True,False,False,False,[]
1155043,True,False,False,False,[]
1273513,True,False,False,False,[]
1258422,True,False,False,False,[]
1212830,True,False,False,False,[]
1431368,False,True,False,False,[]
1309486,True,False,False,False,[]
1192468,True,False,False,False,[]
1023663,True,False,False,False,[]
1334817,True,False,False,False,[]
1357200,True,False,False,False,[]
2405210,False,True,False,False,[]
1309512,True,False,False,False,[]
1440779,True,False,False,False,[]
1360078,True,False,False,False,[]
1370510,True,False,False,False,[]
1398238,True,False,False,False,[]
1320317,True,False,False,False,[]
1174255,True,False,False,False,[]
1032480,True,False,False,False,[]
1249755,True,False,False,False,[]
1340471,True,False,False,False,[]
1066121,True,False,False,False,[]
1262664,True,False,False,False,[]
1383268,True,False,False,False,[]
1321952,True,False,False,False,[]
1268919,True,False,False,False,[]
1146400,True,False,False,False,[]
2665195,False,True,False,False,[]
1090274,True,False,False,False,[]
1294531,True,False,False,False,[]
2159813,False,True,False,False,[]
1381892,True,False,False,False,[]
1266456,True,False,False,False,[]
1019425,True,False,False,False,[]
1175984,True,False,False,False,[]
1193277,True,False,False,False,[]
1116393,True,False,False,False,[]
1114969,True,False,False,False,[]
1131483,True,False,False,False,[]
2578108,False,True,False,False,[]
1339829,True,False,False,False,[]
1243405,True,False,False,False,[]
1411716,False,True,False,False,[]
1371378,True,False,False,False,[]
2435292,False,True,False,False,[]
1318612,True,False,False,False,[]
1397545,True,False,False,False,[]
1340592,True,False,False,False,[]
1053840,True,False,False,False,[]
1062364,False,True,False,False,[]
1445323,True,False,False,False,[]
2061064,False,True,False,False,[]
2566958,False,True,False,False,[]
1337511,True,False,False,False,[]
1084903,True,False,False,False,[]
1342332,True,False,False,False,[]
1230720,False,True,False,False,[]
1116270,True,False,False,False,[]
1346094,True,False,False,False,[]
1340406,True,False,False,False,[]
1391043,True,False,False,False,[]
2439527,False,True,False,False,[]
1954988,False,True,False,False,[]
1272395,True,False,False,False,[]
1112138,True,False,False,False,[]
1379785,True,False,False,False,[]
1183612,True,False,False,False,[]
1127474,True,False,False,False,[]
1373536,True,False,False,False,[]
1615129,False,True,False,False,[]
1086317,True,False,False,False,[]
1175547,True,False,False,False,[]
1092983,True,False,False,False,[]
1154751,True,False,False,False,[]
1420112,True,False,False,False,[]
1259330,True,False,False,False,[]
1369379,True,False,False,False,[]
2452603,False,True,False,False,[]
1270535,True,False,False,False,[]
1696805,False,True,False,False,[]
2320031,False,True,False,False,[]
1249658,True,False,False,False,[]
2056366,False,True,False,False,[]
1407602,True,False,False,False,[]
1173041,True,False,False,False,[]
1327103,True,False,False,False,[]
1365558,True,False,False,False,[]
1068139,True,False,False,False,[]
1457005,True,False,False,False,[]
2517069,False,True,False,False,[]
1257225,True,False,False,False,[]
1121172,True,False,False,False,[]
1163529,True,False,False,False,[]
1171702,False,True,False,False,[]
1053517,True,False,False,False,[]
2198844,False,True,False,False,[]
1127597,True,False,False,False,[]
2467338,False,True,False,False,[]
1205361,True,False,False,False,[]
1060907,True,False,False,False,[]
1377773,True,False,False,False,[]
1397812,True,False,False,False,[]
1422651,False,True,False,False,[]
1024400,True,False,False,False,[]
1127859,True,False,False,False,[]
1100287,True,False,False,False,[]
1381426,True,False,False,False,[]
1350063,True,False,False,False,[]
1003284,True,False,False,False,[]
1177204,True,False,False,False,[]
1096608,False,True,False,False,[]
1179311,True,False,False,False,[]
1426463,True,False,False,True,[398]
1020632,True,False,False,False,[]
1150514,True,False,False,False,[]
1044756,True,False,False,False,[]
1362206,True,False,False,False,[]
1107860,True,False,False,False,[]
1182984,False,True,False,False,[]
1216286,False,True,False,False,[]
1364694,True,False,False,False,[]
1048177,True,False,False,False,[]
1315311,True,False,False,False,[]
1406800,True,False,False,False,[]
1265037,True,False,False,False,[]
1081813,True,False,False,False,[]
1396667,True,False,False,False,[]
3915045,False,True,False,False,[]
2546436,False,True,False,False,[]
1244221,True,False,False,False,[]
1172219,True,False,False,False,[]
1058845,True,False,False,False,[]
1233336,True,False,False,False,[]
1390361,True,False,False,False,[]
3063572,False,True,False,False,[]
1037473,True,False,False,False,[]
1065540,True,False,False,False,[]
1313660,True,False,False,False,[]
1261272,True,False,False,False,[]
2236889,False,True,False,False,[]
1160032,True,False,False,False,[]
1040513,True,False,False,True,[398]
1324418,True,False,False,False,[]
2585258,False,True,False,False,[]
1398691,True,False,False,False,[]
1347255,False,True,False,False,[]
1180309,True,False,False,False,[]
1435467,True,False,False,False,[]
1141224,False,True,False,False,[]
1324842,True,False,False,False,[]
1018707,True,False,False,False,[]
1166534,True,False,False,False,[]
1439246,True,False,False,False,[]
1362271,True,False,False,False,[]
1210663,True,False,False,False,[]
1319547,True,False,False,False,[]
1295787,True,False,False,False,[]
1194809,True,False,False,False,[]
1000706,True,False,False,False,[]
1188660,False,True,False,False,[]
1159225,True,False,False,False,[]
1287535,True,False,False,False,[]
1844882,False,True,False,False,[]
1553655,False,True,False,False,[]
1258065,True,False,False,False,[]
1261308,True,False,False,False,[]
1058486,True,False,False,False,[]
1435489,True,False,False,False,[]
1429654,True,False,False,False,[]
1065817,True,False,False,False,[]
1392902,True,False,False,False,[]
1423929,True,False,False,False,[]
1229474,True,False,False,False,[]
1194973,True,False,False,False,[]
1073423,True,False,False,False,[]
1031078,True,False,False,False,[]
1227561,True,False,False,False,[]
1023224,True,False,False,False,[]
1058512,True,False,False,False,[]
1180273,True,False,False,False,[]
1105397,True,False,False,False,[]
1182547,True,False,False,False,[]
1153102,False,True,False,False,[]
2527435,True,False,False,False,[]
1319984,False,True,False,False,[]
1279204,False,True,False,False,[]
1320727,True,False,False,False,[]
1353858,True,False,False,False,[]
1206694,True,False,False,False,[]
1263811,False,True,False,False,[]
1283770,True,False,False,False,[]
1317891,True,False,False,False,[]
1004543,True,False,False,False,[]
1157347,True,False,False,False,[]
1431758,True,False,False,False,[]
1229859,True,False,False,False,[]
1301531,True,False,False,False,[]
1396689,True,False,False,False,[]
1277285,True,False,False,False,[]
1002045,True,False,False,False,[]
1229597,True,False,False,False,[]
1416048,True,False,False,False,[]
1000771,True,False,False,False,[]
1372780,True,False,False,False,[]
1524735,False,True,False,False,[]
1327864,True,False,False,False,[]
1193647,True,False,False,False,[]
1098257,False,True,False,False,[]
1121815,True,False,False,False,[]
1096342,True,False,False,False,[]
1015634,True,False,False,False,[]
1232809,True,False,False,False,[]
1167226,True,False,False,False,[]
1348452,True,False,False,False,[]
1455398,True,False,False,False,[]
1165948,True,False,False,False,[]
1449145,True,False,False,False,[]
1397096,True,False,False,False,[]
1350529,True,False,False,False,[]
1076079,True,False,False,False,[]
1156558,False,True,False,False,[]
1270008,True,False,False,False,[]
1249365,True,False,False,True,"[138, 142, 398]"
1363939,True,False,False,False,[]
1068404,True,False,False,False,[]
1022816,True,False,False,False,[]
1090644,True,False,False,False,[]
1199560,True,False,False,False,[]
1447050,True,False,False,False,[]
1224867,True,False,False,False,[]
1121438,False,True,False,False,[]
1163063,False,True,False,False,[]
1445713,True,False,False,False,[]
2168770,False,True,False,False,[]
1043542,True,False,False,False,[]
1415114,True,False,False,False,[]
1013345,True,False,False,False,[]
1114174,True,False,False,False,[]
1262223,True,False,False,False,[]
1064252,True,False,False,False,[]
1342702,True,False,False,False,[]
1230310,True,False,False,False,[]
1201834,True,False,False,False,[]
1116640,False,True,False,False,[]
1302837,True,False,False,False,[]
1057218,True,False,False,False,[]
1290344,True,False,False,False,[]
1045044,True,False,False,False,[]
1443215,True,False,False,False,[]
1411326,False,True,False,False,[]
1123298,True,False,False,False,[]
1251269,True,False,False,False,[]
1344204,True,False,False,False,[]
1062754,True,False,False,False,[]
2122738,False,True,False,False,[]
1363834,True,False,False,False,[]
1331907,True,False,False,False,[]
1154361,False,True,False,False,[]
1259700,True,False,False,False,[]
1140861,True,False,False,False,[]
1405506,True,False,False,False,[]
1438997,True,False,False,False,[]
1217920,True,False,False,False,[]
1041298,True,False,False,False,[]
1066846,True,False,False,False,[]
1086727,True,False,False,False,[]
1082481,True,True,False,False,[]
1001180,True,False,False,False,[]
1055421,True,False,False,False,[]
1224889,False,True,False,False,[]
1232973,False,True,False,False,[]
1219842,False,True,False,False,[]
1045149,True,False,False,False,[]
1028785,True,False,False,False,[]
1253450,True,False,False,False,[]
1304066,True,False,False,False,[]
1181561,True,False,False,False,[]
1356155,True,False,False,True,[398]
1179721,True,False,False,False,[]
1387510,True,False,False,False,[]
1807791,False,True,False,False,[]
1139814,True,False,False,False,[]
1205751,True,False,False,False,[]
1112925,True,False,False,False,[]
1314954,True,False,False,False,[]
1171332,True,False,False,False,[]
1405571,True,False,False,False,[]
1209170,True,False,False,False,[]
1043981,True,False,False,False,[]
1201939,True,False,False,False,[]
1034558,True,False,False,False,[]
1266088,True,False,False,False,[]
1152784,True,False,False,False,[]
1219418,True,False,False,False,[]
2267316,False,True,False,False,[]
1041545,True,False,False,False,[]
1215407,True,False,False,False,[]
1447714,True,False,False,False,[]
1158309,True,False,False,False,[]
1262510,True,False,False,False,[]
1824943,False,True,False,False,[]
1114647,True,False,False,False,[]
1187659,True,False,False,False,[]
1066255,True,False,False,False,[]
1422805,True,False,False,False,[]
1167562,True,False,False,False,[]
1268637,True,False,False,False,[]
1224379,True,False,False,False,[]
1171956,True,False,False,False,[]
1098513,True,False,False,False,[]
1049156,True,False,False,False,[]
1340691,True,False,False,False,[]
1139270,True,False,False,False,[]
1080845,True,False,False,False,[]
1181328,True,False,False,False,[]
1123812,True,False,False,False,[]
1112336,False,True,False,False,[]
1193174,False,True,False,False,[]
1059987,True,False,False,False,[]
1017633,True,False,False,False,[]
1094345,True,False,False,False,[]
1348361,True,False,False,False,[]
1005835,False,True,False,False,[]
1251977,True,False,False,False,[]
1139393,True,False,False,False,[]
1110596,True,False,False,False,[]
1036425,False,True,False,False,[]
1395091,True,False,False,False,[]
1316829,True,False,False,False,[]
1337665,True,False,False,False,[]
1684599,False,True,False,False,[]
1274953,True,False,False,False,[]
1137286,True,False,False,False,[]
1325439,True,False,True,False,[]
1199253,False,True,False,False,[]
1090177,True,False,False,False,[]
1230974,True,False,False,False,[]
2471055,False,True,False,False,[]
1282726,True,False,False,False,[]
1100010,True,False,False,False,[]
1754791,False,True,False,False,[]
1041812,True,False,False,False,[]
1387223,True,False,False,False,[]
1179012,True,False,False,False,[]
1127694,True,False,False,False,[]
1121206,False,True,False,False,[]
1257151,True,False,False,False,[]
1583231,False,True,False,False,[]
1185060,True,False,False,False,[]
1195508,True,False,False,False,[]
1409463,True,False,False,False,[]
1220031,True,False,False,False,[]
1383066,True,False,False,False,[]
1333900,True,False,False,False,[]
1154452,True,False,False,False,[]
1420211,True,False,False,False,[]
1337768,True,False,False,False,[]
1121271,True,False,False,False,[]
1434911,True,False,False,False,[]
1123545,True,False,False,False,[]
1080512,True,False,False,False,[]
1158273,True,False,False,False,[]
1864698,False,True,False,False,[]
1070341,True,False,False,False,[]
1059544,True,False,False,False,[]
1150660,True,False,False,False,[]
1118088,True,False,False,False,[]
1344983,True,False,False,False,[]
1581928,False,True,False,False,[]
1086014,True,False,False,False,[]
1399629,True,False,False,False,[]
1379948,True,False,False,False,[]
1280065,False,True,False,False,[]
1080486,True,False,False,False,[]
1453134,True,False,False,False,[]
1393954,True,False,False,False,[]
1448164,False,True,False,False,[]
1431166,True,False,False,False,[]
1263275,False,True,False,False,[]
1157579,True,False,False,False,[]
1248344,True,False,False,False,[]
1033091,True,False,False,False,[]
1039222,True,False,False,False,[]
1444745,True,False,False,False,[]
1943134,False,True,False,False,[]
1396123,True,False,False,False,[]
1159836,False,True,False,False,[]
1326845,True,False,False,False,[]
1138515,True,False,False,False,[]
1227328,True,False,False,False,[]
1265773,True,False,False,False,[]
1021359,True,False,False,False,[]
1012287,True,False,False,False,[]
1360276,True,False,False,False,[]
1081299,True,False,False,False,[]
1400618,True,False,False,False,[]
1210150,True,False,False,False,[]
2340423,False,True,False,False,[]
2391066,False,True,False,False,[]
1319203,True,False,False,False,[]
1134343,False,True,False,False,[]
1388529,False,True,False,False,[]
2230705,False,True,False,False,[]
1277896,True,False,False,False,[]
1360201,True,False,False,False,[]
1085148,True,False,False,False,[]
1120843,True,False,False,False,[]
1394660,False,True,False,False,[]
1048644,True,False,False,False,[]
1713673,False,True,False,False,[]
1279983,True,False,False,False,[]
1448087,False,True,False,False,[]
1061041,True,False,False,False,[]
1069808,True,False,False,False,[]
1031646,True,False,False,False,[]
1119774,True,False,False,False,[]
1120419,False,True,False,False,[]
1040257,True,False,False,False,[]
1113809,True,False,False,False,[]
1536320,False,True,False,False,[]
1000138,True,False,False,False,[]
1252926,True,False,False,False,[]
1037340,False,True,False,False,[]
1412869,True,False,False,False,[]
1099395,True,False,False,False,[]
1178799,False,True,False,False,[]
1390452,False,True,False,False,[]
1027628,False,True,False,False,[]
1392366,True,False,False,False,[]
1054957,False,True,False,False,[]
1275316,False,True,False,False,[]
